insurer,sub_fund,fee_source_page,fee_source_locator,fee_source_url,fee_source_metric,fee_as_of_date,fee_verification_status,fee_verification_note
Etiqa,Maybank Asian Equity Fund,3,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/d6f5aba1e0071b8cf2fb8a579746f5e4.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF d6f5aba1e0071b8cf2fb8a579746f5e4.pdf
Etiqa,Maybank Asian Growth and Income (DIST),4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/3f520d0056d1d290b4ec25d4a3da28b0.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 3f520d0056d1d290b4ec25d4a3da28b0.pdf
Etiqa,Maybank Asian Growth and Income Fund,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/3f520d0056d1d290b4ec25d4a3da28b0.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 3f520d0056d1d290b4ec25d4a3da28b0.pdf
Etiqa,Maybank Asian Growth and Income-I,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/3f520d0056d1d290b4ec25d4a3da28b0.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 3f520d0056d1d290b4ec25d4a3da28b0.pdf
Etiqa,Maybank Asian Growth and Income-I (DIST),4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/3f520d0056d1d290b4ec25d4a3da28b0.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 3f520d0056d1d290b4ec25d4a3da28b0.pdf
Etiqa,Maybank Asian Income Fund,1,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/427381efa2673d1f3481596e34d79c57.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 427381efa2673d1f3481596e34d79c57.pdf
Etiqa,Maybank Global Shariah Multi-Assets-I Fund,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/3f520d0056d1d290b4ec25d4a3da28b0.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 3f520d0056d1d290b4ec25d4a3da28b0.pdf
Etiqa,Maybank SREIT Income Fund,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/3f520d0056d1d290b4ec25d4a3da28b0.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 3f520d0056d1d290b4ec25d4a3da28b0.pdf
Etiqa,Moderate,6,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/427381efa2673d1f3481596e34d79c57.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Fund Management Fee,,verified_exact,Verified against archived PDF 427381efa2673d1f3481596e34d79c57.pdf
Etiqa,PIMCO Income Fund,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/a80aadbef420f2d87320b75e853ba620.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF a80aadbef420f2d87320b75e853ba620.pdf
Etiqa,Pictet Premium Brands Fund,7,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/427381efa2673d1f3481596e34d79c57.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,30 June 2025,verified_exact,Verified against archived PDF 427381efa2673d1f3481596e34d79c57.pdf
Etiqa,PineBridge International Funds - Singapore Bond Fund,3,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/09ddfbba40ef52df2920ce179f5ba7c8.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 09ddfbba40ef52df2920ce179f5ba7c8.pdf
Etiqa,SCHRODER AS COMMODITY A ACC SGD-H,7,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/427381efa2673d1f3481596e34d79c57.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,30 June 2025,verified_exact,Verified against archived PDF 427381efa2673d1f3481596e34d79c57.pdf
Etiqa,United Global Healthcare Fund,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/94e47a820527f92d534b55d9ce32239f.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 94e47a820527f92d534b55d9ce32239f.pdf
Etiqa,United SGD Money Market Fund,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/76a214440a3dbe24fef629cfed7bab5b.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF 76a214440a3dbe24fef629cfed7bab5b.pdf
Etiqa,United Singapore Bond Fund,4,docs/research/ilp-source-archive-2026-03-31/etiqa_fee_cache/d1a7cd7a0930c98d19543bd35cfd8a2c.pdf,https://www.etiqa.com.sg/portfolio-funds-and-ilp-sub-funds,Management Fee,,verified_exact,Verified against archived PDF d1a7cd7a0930c98d19543bd35cfd8a2c.pdf
FWD,Allianz Best Styles Global Equity Fund SGDH Acc,,fwd-mifid.json::F000011X7Z::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000011X7Z,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Allianz China A-Shares Fund SGD Acc,,fwd-mifid.json::F000014B62::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000014B62,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Allianz China A-Shares Fund USD Acc,,fwd-mifid.json::F000014B63::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000014B63,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Allianz Global High Yield Fund SGDH Dis,,fwd-mifid.json::F0000147TI::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0000147TI,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Allianz Income and Growth Fund SGDH Dis,,fwd-mifid.json::F00000Q4B0::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000Q4B0,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Allianz Income and Growth Fund USD Dis,,fwd-mifid.json::F00000OXXD::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000OXXD,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Allianz Thematica Fund SGDH Acc,,fwd-mifid.json::F000013Y71::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000013Y71,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Allspring Global Equity Enhanced Income Fund SGDH Dis,,fwd-mifid.json::F00001CHI5::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00001CHI5,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Amova ARK Disruptive Innovation Fund SGD Acc,,fwd-mifid.json::F000011KPZ::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000011KPZ,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Amova Singapore Dividend Equity Fund SGD Dis,,fwd-screener-page1-100.json::F0HKG062LS::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0HKG062LS,ActualManagementFee,2026-03-30,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Ascend Asia Global Equity Fund SGDH Dis^,,fwd-screener-page1-100.json::F000017086::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000017086,ActualManagementFee,2026-03-27,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Ascend Asia Global Multi Asset Growth Fund SGDH Acc^,,fwd-screener-page1-100.json::F000017085::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000017085,ActualManagementFee,2026-03-27,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Ascend Asia Global Multi Asset Income Fund SGDH Dis^,,fwd-screener-page1-100.json::F000017084::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000017084,ActualManagementFee,2026-03-27,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Baillie Gifford WW Asia ex Japan Fund SGD Acc,,fwd-mifid.json::F00001DO95::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00001DO95,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Baillie Gifford WW Long Term Global Growth Fund SGD Acc,,fwd-mifid.json::F0000125AA::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0000125AA,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Baillie Gifford WW US Equity Growth Fund USD Acc,,fwd-mifid.json::F000014LH9::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000014LH9,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,CGWM Opportunity Fund SGDH Acc,,fwd-mifid.json::F000011JB4::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000011JB4,OngoingCostActual,2026-01-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,FSSA Dividend Advantage Fund SGD Dis,,fwd-screener-page1-100.json::F0HKG062MZ::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0HKG062MZ,ActualManagementFee,2026-03-27,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Federated Hermes Global Emerging Markets Fund SGD Acc,,fwd-mifid.json::F00000XZIX::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000XZIX,OngoingCostActual,2025-09-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Fidelity Asia Equity ESG Fund SGD Dis,,fwd-mifid.json::FOGBR05TVV::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=FOGBR05TVV,OngoingCostActual,2026-01-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Fidelity Asia Equity ESG Fund USD Dis,,fwd-mifid.json::F0GBR04D1Q::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0GBR04D1Q,OngoingCostActual,2026-01-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Fidelity Global Healthcare Fund EUR Dis,,fwd-mifid.json::F0GBR04EBS::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0GBR04EBS,OngoingCostActual,2026-01-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Fidelity Global Healthcare Fund USD Acc,,fwd-mifid.json::F00000PPKH::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000PPKH,OngoingCostActual,2026-01-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Fidelity Global Technology Fund SGDH Acc,,fwd-mifid.json::F00001H978::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00001H978,OngoingCostActual,2026-01-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,First Sentier Bridge Fund SGDH Dis,,fwd-screener-page1-100.json::F0HKG062MY::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0HKG062MY,ActualManagementFee,2026-03-27,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Franklin US Opportunities Fund SGDH Acc,,fwd-mifid.json::F00000N27C::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000N27C,OngoingCostActual,2026-01-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Fullerton Cash Fund SGD Acc,,fwd-screener-page1-100.json::F000002QK7::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000002QK7,ActualManagementFee,2026-03-31,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Fullerton Lux Flexible Credit Income Fund SGDH Dis,,fwd-mifid.json::F00001KR4H::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00001KR4H,OngoingCostActual,2024-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Fundsmith Equity Fund EUR Acc,,fwd-mifid.json::F00000O9HI::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000O9HI,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,GS Europe CORE Equity Fund EUR Acc,,fwd-mifid.json::F0GBR063MT::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0GBR063MT,OngoingCostActual,2025-11-28,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,GS Global Credit (Hedged) Fund USD Acc,,fwd-mifid.json::F0GBR069UP::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0GBR069UP,OngoingCostActual,2025-11-28,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,GS Global Future Generations Equity Fund SGD Acc,,fwd-mifid.json::F00001644G::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00001644G,OngoingCostActual,2025-11-28,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Guinness Global Equity Income Fund USD Acc,,fwd-mifid.json::F00000VFI4::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000VFI4,OngoingCostActual,2025-06-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Guinness Global Innovators Fund USD Acc,,fwd-mifid.json::F00000UNFH::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000UNFH,OngoingCostActual,2025-06-30,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Infinity US 500 Stock Index Fund SGD Acc,,fwd-screener-page1-100.json::F0HKG062P2::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0HKG062P2,ActualManagementFee,2026-03-30,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Infinity US 500 Stock Index Fund USD Acc,,fwd-screener-page1-100.json::F0HKG062P3::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0HKG062P3,ActualManagementFee,2026-03-30,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Invesco Global Income Fund SGDH Dis,,fwd-mifid.json::F000014WEF::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000014WEF,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Invesco Global Income Fund USDH Dis,,fwd-mifid.json::F000014WEE::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F000014WEE,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Lazard Emerging Markets Equity Fund USD Acc,,fwd-mifid.json::F00000SFO6::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000SFO6,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Lion Global China Growth Fund SGD Acc,,fwd-screener-page1-100.json::F0HKG062P9::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0HKG062P9,ActualManagementFee,2026-03-30,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,Lion Global SGD Money Market Fund Acc,,fwd-screener-page1-100.json::F0HKG062PV::ActualManagementFee,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F0HKG062PV,ActualManagementFee,2026-03-30,verified_exact,Verified against archived official FWD screener payload because ongoing cost was not exposed
FWD,ND Emerging Sustainable Stars Equity Fund USD Acc,,fwd-mifid.json::F00000MCQL::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000MCQL,OngoingCostActual,2026-02-28,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
FWD,Natixis Loomis Sayles US Growth Equity Fund SGD Acc,,fwd-mifid.json::F00000ZCUT::Mifid.OngoingCostActual,https://www.fwd.com.sg/personalised-financial-advice/fund-report/?currencyId=BAS&languageId=en-GB&id=F00000ZCUT,OngoingCostActual,2025-12-31,verified_exact,Verified against archived official FWD/Morningstar Mifid payload
